Moose Pass,AK,60.57,-149.45
Mountain Village,AK,62.09,-163.71
Naknek,AK,58.8,-156.73
Napakiak,AK,60.67,-162.01
Nikiski,AK,60.91,-150.7
New Stuyahok,AK,59.47,-157.27
Toksook Bay,AK,60.54,-165.14
Nikolski,AK,52.99,-168.82
Ninilchik,AK,60.07,-151.42
Nondalton,AK,59.96,-154.87
Nunapitchuk,AK,60.88,-162.32
Old Harbor,AK,57.21,-153.32
Ouzinkie,AK,57.93,-152.42
Palmer,AK,61.6,-148.46
Pedro Bay,AK,59.86,-154.03
Perryville,AK,55.9,-159.27
Pilot Point,AK,57.83,-157.13
Pilot Station,AK,61.94,-162.88
Platinum,AK,58.96,-161.74
Big Lake,AK,61.46,-150.09
Port Alsworth,AK,60.46,-154.19
Wasilla,AK,61.52,-149.57
Quinhagak,AK,59.81,-161.71
Red Devil,AK,61.66,-157.69
Russian Mission,AK,61.81,-161.44
Saint Marys,AK,62.06,-163.29
Saint Michael,AK,63.47,-162.11
Saint Paul Island,AK,57.18,-170.26
Sand Point,AK,55.26,-160.66
Scammon Bay,AK,61.74,-165.47
Seldovia,AK,59.39,-151.66
Seward,AK,60.05,-149.33
Shageluk,AK,62.64,-159.53
Nunam Iqua,AK,62.09,-165.18
Skwentna,AK,61.93,-151.73
Sleetmute,AK,61.31,-157.42
Soldotna,AK,60.32,-150.79
South Naknek,AK,58.67,-156.98
Stebbins,AK,63.47,-162.28
Sterling,AK,60.54,-150.79
Sutton,AK,61.86,-148.29
Takotna,AK,62.97,-156.08
Talkeetna,AK,62.42,-148.76
Tatitlek,AK,60.88,-146.65
Togiak,AK,59.21,-160.54
Tuluksak,AK,61.06,-160.36
Tuntutuliak,AK,60.41,-162.65
Tununak,AK,60.6,-165.13
Tyonek,AK,61.08,-151.16
Trapper Creek,AK,62.69,-151.07
Unalakleet,AK,64.09,-160.36
Unalaska,AK,53.9,-166.4
Valdez,AK,61.4,-145.66
Wasilla,AK,61.36,-150.07
Willow,AK,61.89,-149.73
Yakutat,AK,59.51,-139.71
Nightmute,AK,60.49,-164.81
Nikolai,AK,62.87,-153.87
Dutch Harbor,AK,53.89,-166.53
Whittier,AK,60.28,-148.3
Houston,AK,61.66,-149.68
Anchorage,AK,61.45,-150.63
Kodiak,AK,57.55,-153.43
Fairbanks,AK,64.81,-147.72
Eielson Afb,AK,64.67,-147.04
Fort Wainwright,AK,64.81,-147.62
Clear,AK,64.28,-149.19
North Pole,AK,64.77,-147.33
Fairbanks,AK,64.83,-147.88
Fairbanks,AK,64.83,-147.69
Fairbanks,AK,64.87,-147.89
Fairbanks,AK,64.9,-148.16
Fairbanks,AK,64.91,-147.56
Fairbanks,AK,64.81,-147.57
Fairbanks,AK,64.93,-146.61
Salcha,AK,64.37,-146.59
Two Rivers,AK,64.87,-146.87
Allakaket,AK,66.57,-152.95
Anaktuvuk Pass,AK,68.15,-151.71
Arctic Village,AK,68.09,-145.57
Barrow,AK,71.28,-156.78
Beaver,AK,66.32,-146.77
Ester,AK,64.85,-148.02
Bettles Field,AK,67.24,-152.27
Buckland,AK,65.97,-161.13
Cantwell,AK,63.33,-148.33
Central,AK,65.47,-145.19
Fort Greely,AK,64.04,-145.73
Chicken,AK,63.86,-142.12
Circle,AK,65.79,-144.2
Prudhoe Bay,AK,70.01,-148.88
Deering,AK,66.07,-162.73
Delta Junction,AK,63.7,-144.89
Eagle,AK,64.43,-141.22
Elim,AK,64.63,-162.34
Fort Yukon,AK,66.56,-145.25
Galena,AK,64.74,-156.85
Gambell,AK,63.75,-171.69
Healy,AK,64.01,-148.35
Anderson,AK,64.2,-148.97
Hughes,AK,66.05,-154.24
Huslia,AK,65.69,-156.35
Kaktovik,AK,70.12,-143.66
Kaltag,AK,63.81,-159.67
Kiana,AK,66.97,-160.43
Kivalina,AK,67.73,-164.55
Kobuk,AK,66.93,-156.88
Kotzebue,AK,67.24,-161.19
Koyuk,AK,64.93,-161.14
Koyukuk,AK,65.04,-158.66
Denali National Park,AK,63.64,-148.81
Manley Hot Springs,AK,64.65,-150.9
Lake Minchumina,AK,63.81,-152.25
Minto,AK,65.09,-149.64
Point Lay,AK,69.73,-162.82
Nenana,AK,64.47,-148.57
Noatak,AK,67.57,-163
Nome,AK,64.71,-164.62
Noorvik,AK,66.83,-161.03
Northway,AK,63,-141.69
Nulato,AK,64.72,-158.11
Point Hope,AK,68.34,-166.67
Rampart,AK,65.4,-150.2
Ruby,AK,64.79,-153.87
Savoonga,AK,63.68,-170.49
Selawik,AK,66.59,-160.02
Shaktoolik,AK,64.25,-160.91
Shishmaref,AK,66.02,-165.91
Shungnak,AK,66.88,-157.15
Stevens Village,AK,66.01,-149.07
Fairbanks,AK,64.86,-147.82
Tanacross,AK,63.38,-143.39
Tanana,AK,65.18,-152.07
Teller,AK,65.25,-166.36
Tok,AK,63.13,-142.53
Tok,AK,63.66,-143.19
Venetie,AK,67,-146.37
Wainwright,AK,70.63,-159.96
Wales,AK,65.61,-168.09
White Mountain,AK,64.64,-163.73
Brevig Mission,AK,65.44,-166.56
Ambler,AK,67.08,-157.9
Chalkyitsik,AK,66.64,-143.78
Nuiqsut,AK,69.83,-152.14
Fairbanks,AK,64.51,-147.66
Atqasuk,AK,70.48,-157.39
Juneau,AK,58.58,-134.77
Juneau,AK,58.3,-134.42
Juneau,AK,58.37,-134.59
Juneau,AK,58.47,-134.15
Juneau,AK,58.28,-134.4
Angoon,AK,57.44,-134.48
Auke Bay,AK,58.3,-134.42
Douglas,AK,58.23,-134.38
Elfin Cove,AK,58.1,-136.29
Gustavus,AK,58.42,-135.78
Haines,AK,59.16,-135.86
Hoonah,AK,58.08,-135.43
Kake,AK,56.79,-134.19
Pelican,AK,57.95,-136.11
Petersburg,AK,57.05,-132.62
Sitka,AK,56.73,-135
Port Alexander,AK,56.21,-134.66
Skagway,AK,59.57,-135.35
Tenakee Springs,AK,57.83,-135.13
Juneau,AK,58.43,-135.38
Ketchikan,AK,55.61,-131.58
Meyers Chuck,AK,55.68,-132.19
Coffman Cove,AK,55.97,-132.74
Thorne Bay,AK,55.57,-132.39
Craig,AK,55.46,-132.83
Hydaburg,AK,55.2,-132.81
Hyder,AK,55.97,-130.04
Klawock,AK,55.54,-132.96
Metlakatla,AK,55.14,-131.49
Point Baker,AK,56.3,-133.57
Ward Cove,AK,55.45,-131.79
Wrangell,AK,55.95,-131.96
Ketchikan,AK,55.34,-131.64
Moody,AL,33.59,-86.49
Adamsville,AL,33.59,-86.95
Adger,AL,33.42,-87.19
Alabaster,AL,33.22,-86.82
Alexander City,AL,32.92,-85.93
Alexander City,AL,32.92,-85.93
Allgood,AL,33.9,-86.51
Alpine,AL,33.33,-86.18
Alton,AL,33.61,-86.59
Arab,AL,34.32,-86.5
Baileyton,AL,34.26,-86.61
Bessemer,AL,33.37,-86.96
Bessemer,AL,33.37,-86.96
Bessemer,AL,33.37,-86.96
Bessemer,AL,33.43,-86.99
Blountsville,AL,34.08,-86.58
Bon Air,AL,33.26,-86.33
Bremen,AL,33.95,-87
Brent,AL,32.94,-87.17
Brierfield,AL,33.06,-86.98
Brookside,AL,33.63,-86.91
Burnwell,AL,33.6,-87.14
Calera,AL,33.1,-86.75
Cardiff,AL,33.64,-86.92
Centreville,AL,32.95,-87.13
Chelsea,AL,33.32,-86.63
Childersburg,AL,33.27,-86.35
Clanton,AL,32.84,-86.62
Clanton,AL,32.84,-86.62
Clay,AL,33.7,-86.58
Cleveland,AL,33.99,-86.57
Columbiana,AL,33.17,-86.6
Cook Springs,AL,33.59,-86.36
Crane Hill,AL,34.07,-87.05
Cropwell,AL,33.45,-86.34
Cullman,AL,34.17,-86.83
Cullman,AL,34.17,-86.83
Cullman,AL,34.17,-86.83
Cullman,AL,34.17,-86.83
Docena,AL,33.56,-86.89
Dolomite,AL,33.47,-86.94
Dora,AL,33.73,-87.08
Empire,AL,33.84,-87.01
Fairfield,AL,33.47,-86.91
Fultondale,AL,33.61,-86.8
Garden City,AL,34.01,-86.75
Gardendale,AL,33.66,-86.8
Goodwater,AL,33.06,-86.05
Graysville,AL,33.62,-86.96
Green Pond,AL,33.21,-87.14
Hanceville,AL,34.06,-86.76
Harpersville,AL,33.34,-86.43
Hayden,AL,33.89,-86.75
Helena,AL,33.28,-86.85
Hollins,AL,33.18,-86.09
Holly Pond,AL,34.17,-86.61
Jemison,AL,32.96,-86.74
Joppa,AL,34.27,-86.54
Kellyton,AL,32.97,-86.09
Kimberly,AL,33.76,-86.8
Leeds,AL,33.54,-86.56
Lincoln,AL,33.59,-86.13
Locust Fork,AL,33.9,-86.62
Logan,AL,34.18,-87.04
Mc Calla,AL,33.28,-87.12
Margaret,AL,33.68,-86.47
Maylene,AL,33.23,-86.93
Montevallo,AL,33.1,-86.85
Morris,AL,33.74,-86.8
Mount Olive,AL,33.67,-86.89
Mulga,AL,33.54,-86.97
New Castle,AL,33.68,-86.77
Odenville,AL,33.68,-86.39
Oneonta,AL,33.95,-86.47
Palmerdale,AL,33.74,-86.65
Pelham,AL,33.3,-86.79
Pell City,AL,33.56,-86.27
Pinson,AL,33.72,-86.65
Pleasant Grove,AL,33.48,-86.97
Pell City,AL,33.56,-86.27
Quinton,AL,33.64,-87.14
Ragland,AL,33.74,-86.13
Remlap,AL,33.84,-86.62
Riverside,AL,33.61,-86.2
Rockford,AL,32.88,-86.21
Saginaw,AL,33.25,-86.79
Sayre,AL,33.73,-86.99
Shannon,AL,33.4,-86.89
Shelby,AL,33.07,-86.56
Siluria,AL,33.25,-86.79
Springville,AL,33.77,-86.47
Sterrett,AL,33.43,-86.5
Sumiton,AL,33.75,-87.04
Sycamore,AL,33.26,-86.17
Sylacauga,AL,33.17,-86.26
Sylacauga,AL,33.17,-86.26
Talladega,AL,33.43,-86.09
Talladega,AL,33.43,-86.09
Thorsby,AL,32.91,-86.71
Trafford,AL,33.82,-86.74
Trussville,AL,33.63,-86.59
Union Grove,AL,34.4,-86.44
Vandiver,AL,33.48,-86.5
Vincent,AL,33.38,-86.4
Vinemont,AL,34.26,-86.94
Warrior,AL,33.81,-86.8
Watson,AL,33.68,-86.77
Wattsville,AL,33.74,-86.43
Weogufka,AL,32.93,-86.41
West Blocton,AL,33.11,-87.12
Westover,AL,33.38,-86.6
Wilsonville,AL,33.23,-86.47
Wilton,AL,33.08,-86.88
Woodstock,AL,33.16,-87.17
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.46,-86.81
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.46,-86.81
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.46,-86.81
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.46,-86.81
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.53,-86.78
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.44,-86.73
Birmingham,AL,33.46,-86.81
Birmingham,AL,33.42,-86.78
Birmingham,AL,33.51,-86.8
Birmingham,AL,33.51,-86.8
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.42,-86.78
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.51,-86.8
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.52,-86.79
Birmingham,AL,33.51,-86.8
Tuscaloosa,AL,33.23,-87.54
Tuscaloosa,AL,33.23,-87.54
Tuscaloosa,AL,33.23,-87.54
Tuscaloosa,AL,33.23,-87.54
Tuscaloosa,AL,33.23,-87.54
Tuscaloosa,AL,33.23,-87.54
Tuscaloosa,AL,33.23,-87.54
Abernant,AL,33.26,-87.16
Akron,AL,32.87,-87.73
Aliceville,AL,33.12,-88.15
Boligee,AL,32.75,-88.02
Brookwood,AL,33.24,-87.32
Buhl,AL,33.25,-87.73
Carrollton,AL,33.26,-88.09
Clinton,AL,32.93,-87.98
Coaling,AL,33.15,-87.36
Coker,AL,33.28,-87.67
Cottondale,AL,33.16,-87.36
Duncanville,AL,33.06,-87.42
Echola,AL,33.32,-87.81
Elrod,AL,33.36,-87.8
Emelle,AL,32.72,-88.31
Epes,AL,32.69,-88.12
Ethelsville,AL,33.41,-88.21
Eutaw,AL,32.84,-87.89
Fosters,AL,33.12,-87.72
Gainesville,AL,32.81,-88.15
Gordo,AL,33.32,-87.9
Kellerman,AL,33.31,-87.32
Knoxville,AL,32.97,-87.8
Livingston,AL,32.59,-88.18
Mc Shan,AL,33.38,-88.14
Northport,AL,33.24,-87.59
Moundville,AL,32.99,-87.63
Northport,AL,33.24,-87.59
Northport,AL,33.24,-87.59
Panola,AL,32.96,-88.29
Peterson,AL,33.31,-87.32
Ralph,AL,33.05,-87.76
Reform,AL,33.37,-88.01
Samantha,AL,33.45,-87.66
Tuscaloosa,AL,33.23,-87.54
Tuscaloosa,AL,33.23,-87.54
Tuscaloosa,AL,33.23,-87.54
Vance,AL,33.17,-87.22
West Greene,AL,32.94,-88.1
Jasper,AL,33.85,-87.27
Jasper,AL,33.85,-87.27
Jasper,AL,33.85,-87.27
Jasper,AL,33.85,-87.27
Addison,AL,34.19,-87.17
Arley,AL,34.08,-87.21
Bankston,AL,33.7,-87.68
Bear Creek,AL,34.26,-87.71
Beaverton,AL,33.93,-88.02
Belk,AL,33.64,-87.92
Berry,AL,33.66,-87.6
Brilliant,AL,34.01,-87.77
Carbon Hill,AL,33.89,-87.52
Cordova,AL,33.76,-87.19
Delmar,AL,34.17,-87.61
Detroit,AL,34.02,-88.16
Double Springs,AL,34.14,-87.4
Eldridge,AL,33.92,-87.61
Fayette,AL,33.69,-87.83
Glen Allen,AL,33.88,-87.74
Goodsprings,AL,33.67,-87.23
Guin,AL,33.96,-87.91
Hackleburg,AL,34.27,-87.83
Haleyville,AL,34.23,-87.61
Hamilton,AL,34.14,-87.98
Hodges,AL,34.32,-87.92
Houston,AL,34.12,-87.25
Kansas,AL,33.9,-87.55
Kennedy,AL,33.58,-87.98
Lynn,AL,34.04,-87.54
Millport,AL,33.55,-88.08
Natural Bridge,AL,34.1,-87.6
Nauvoo,AL,33.98,-87.48
Oakman,AL,33.71,-87.38
Parrish,AL,33.73,-87.28
Phil Campbell,AL,34.35,-87.7
Red Bay,AL,34.43,-88.13
Sipsey,AL,33.82,-87.08
Spruce Pine,AL,34.37,-87.69
Sulligent,AL,33.89,-88.13
Townley,AL,33.83,-87.44
Vernon,AL,33.75,-88.11
Vina,AL,34.37,-88.05
Winfield,AL,33.92,-87.79
Decatur,AL,34.57,-86.98
Decatur,AL,34.57,-86.98
Decatur,AL,34.57,-86.98
Decatur,AL,34.57,-86.98
Anderson,AL,34.91,-87.27
Athens,AL,34.78,-86.95
Athens,AL,34.78,-86.95
Athens,AL,34.78,-86.95
Athens,AL,34.78,-86.95
Belle Mina,AL,34.65,-86.82
Cherokee,AL,34.75,-87.96
Cloverdale,AL,34.95,-87.78
Courtland,AL,34.66,-87.31
Danville,AL,34.39,-87.12
Elkmont,AL,34.92,-86.97
Eva,AL,34.33,-86.75
Falkville,AL,34.37,-86.9
Florence,AL,34.82,-87.66
Florence,AL,34.82,-87.66
Florence,AL,34.82,-87.66
Florence,AL,34.82,-87.66
Florence,AL,34.82,-87.66
Hartselle,AL,34.43,-86.93
Hillsboro,AL,34.63,-87.18
Killen,AL,34.86,-87.52
Leighton,AL,34.69,-87.53
Lester,AL,34.98,-87.14
Lexington,AL,34.96,-87.37
Mooresville,AL,34.62,-86.88
Moulton,AL,34.48,-87.28
Mount Hope,AL,34.4,-87.44
Rogersville,AL,34.82,-87.28
Russellville,AL,34.5,-87.72
Russellville,AL,34.5,-87.72
Sheffield,AL,34.75,-87.7
Muscle Shoals,AL,34.74,-87.64
Muscle Shoals,AL,34.74,-87.64
Somerville,AL,34.47,-86.8
Tanner,AL,34.66,-86.95
Town Creek,AL,34.67,-87.4
Trinity,AL,34.59,-87.08
Tuscumbia,AL,34.72,-87.7
Waterloo,AL,34.91,-88.06
Decatur,AL,34.57,-86.98
Ardmore,AL,34.98,-86.83
Bridgeport,AL,34.94,-85.71
Brownsboro,AL,34.7,-86.46
Capshaw,AL,34.77,-87.01
Dutton,AL,34.6,-85.91
Estillfork,AL,34.91,-86.2
Fackler,AL,34.83,-85.98
Grant,AL,34.51,-86.25
Gurley,AL,34.7,-86.37
Harvest,AL,34.85,-86.74
Hazel Green,AL,34.92,-86.56
Hollytree,AL,34.79,-86.25
Hollywood,AL,34.71,-85.96
Laceys Spring,AL,34.48,-86.62
Langston,AL,34.53,-86.09
Madison,AL,34.7,-86.74
Madison,AL,34.7,-86.74
Madison,AL,34.7,-86.74
Meridianville,AL,34.87,-86.57
New Hope,AL,34.53,-86.41
New Market,AL,34.9,-86.42
Normal,AL,34.79,-86.7
Owens Cross Roads,AL,34.6,-86.46
Paint Rock,AL,34.66,-86.32
Pisgah,AL,34.68,-85.84
Princeton,AL,34.83,-86.22
Ryland,AL,34.73,-86.5
Scottsboro,AL,34.64,-86.04
Scottsboro,AL,34.64,-86.04
Section,AL,34.58,-85.98
Stevenson,AL,34.87,-85.83
Toney,AL,34.9,-86.72
Trenton,AL,34.74,-86.27
Valhermoso Springs,AL,34.55,-86.69
Woodville,AL,34.62,-86.28
Huntsville,AL,34.7,-86.62
Huntsville,AL,34.7,-86.62
Huntsville,AL,34.7,-86.62
Huntsville,AL,34.7,-86.62
Huntsville,AL,34.7,-86.62
Huntsville,AL,34.7,-86.62
Huntsville,AL,34.7,-86.62
Huntsville,AL,34.7,-86.62
Huntsville,AL,34.7,-86.62
Huntsville,AL,34.7,-86.62
Huntsville,AL,34.7,-86.62
Huntsville,AL,34.7,-86.62
Huntsville,AL,34.7,-86.62
Huntsville,AL,34.7,-86.62
Huntsville,AL,34.7,-86.62
Huntsville,AL,34.7,-86.62
Huntsville,AL,34.7,-86.62
Huntsville,AL,34.7,-86.62
Huntsville,AL,34.7,-86.62
Huntsville,AL,34.7,-86.62
Huntsville,AL,34.7,-86.62
Huntsville,AL,34.7,-86.62
Huntsville,AL,34.7,-86.62
Huntsville,AL,34.7,-86.62
Gadsden,AL,34.01,-86.01
Gadsden,AL,34.01,-86.01
Gadsden,AL,34.01,-86.01
Gadsden,AL,34.01,-86.01
Gadsden,AL,34.01,-86.01
Rainbow City,AL,33.92,-86.08
Gadsden,AL,34.01,-86.01
Albertville,AL,34.26,-86.2
Albertville,AL,34.26,-86.2
Altoona,AL,34.03,-86.31
Ashville,AL,33.83,-86.26
Attalla,AL,34.01,-86.1
Boaz,AL,34.2,-86.15
Boaz,AL,34.2,-86.15
Bryant,AL,34.95,-85.64
Cedar Bluff,AL,34.22,-85.59
Centre,AL,34.15,-85.67
Collinsville,AL,34.26,-85.86
Crossville,AL,34.28,-85.99
Dawson,AL,34.35,-85.92
Douglas,AL,34.17,-86.32
Flat Rock,AL,34.8,-85.73
Fort Payne,AL,34.45,-85.69
Fort Payne,AL,34.45,-85.69
Fyffe,AL,34.45,-85.9
Gallant,AL,33.99,-86.22
Gaylesville,AL,34.26,-85.55
Geraldine,AL,34.36,-86
Groveoak,AL,34.43,-86.04
Guntersville,AL,34.35,-86.27
Henagar,AL,34.63,-85.73
Higdon,AL,34.88,-85.63
Horton,AL,34.18,-86.32
Ider,AL,34.7,-85.66
Leesburg,AL,34.17,-85.76
Mentone,AL,34.56,-85.58
Rainsville,AL,34.49,-85.84
Steele,AL,33.93,-86.19
Sylvania,AL,34.55,-85.8
Valley Head,AL,34.55,-85.62
Walnut Grove,AL,34.06,-86.28
Autaugaville,AL,32.43,-86.65
Banks,AL,31.81,-85.83
Billingsley,AL,32.66,-86.7
Booth,AL,32.47,-86.53
Brantley,AL,31.58,-86.25
Brundidge,AL,31.71,-85.81
Cecil,AL,32.3,-85.99
Chapman,AL,31.66,-86.72
Clayton,AL,31.88,-85.45
Clio,AL,31.7,-85.61
Coosada,AL,32.49,-86.33
Deatsville,AL,32.62,-86.4
East Tallassee,AL,32.6,-85.8
Eclectic,AL,32.63,-86.03
Elmore,AL,32.53,-86.31
Equality,AL,32.8,-86.11
Eufaula,AL,31.9,-85.15
Dozier,AL,31.5,-86.37
Fitzpatrick,AL,32.17,-85.9
Forest Home,AL,31.86,-86.84
Fort Davis,AL,32.29,-85.73
Fort Deposit,AL,31.98,-86.57
Georgiana,AL,31.63,-86.74
Glenwood,AL,31.66,-86.17
Goshen,AL,31.71,-86.12
Grady,AL,32.01,-86.11
Greenville,AL,31.82,-86.62
Gantt,AL,31.4,-86.48
Hardaway,AL,32.3,-85.87
Hayneville,AL,32.18,-86.57
Highland Home,AL,31.95,-86.31
Honoraville,AL,31.85,-86.4
Hope Hull,AL,32.21,-86.4
Kent,AL,32.66,-86.02
Lapine,AL,31.98,-86.27
Letohatchee,AL,32.08,-86.51
Louisville,AL,31.78,-85.55
Luverne,AL,31.7,-86.26
Marbury,AL,32.64,-86.54
Mathews,AL,32.13,-86.03
Midway,AL,32.07,-85.52
Millbrook,AL,32.49,-86.36
Mount Meigs,AL,32.36,-86.06
Perote,AL,31.99,-85.75
Petrey,AL,31.84,-86.2
Pike Road,AL,32.3,-86.08
Pine Level,AL,32.01,-86.11
Prattville,AL,32.46,-86.44
Prattville,AL,32.46,-86.44
Prattville,AL,32.46,-86.44
Ramer,AL,32.07,-86.24
Rutledge,AL,31.72,-86.3
Eufaula,AL,31.9,-85.15
Shorter,AL,32.4,-85.93
Tallassee,AL,32.53,-85.89
Troy,AL,31.8,-85.96
Titus,AL,32.71,-86.25
Troy,AL,31.8,-85.96
Troy,AL,31.8,-85.96
Tuskegee,AL,32.43,-85.71
Tuskegee Institute,AL,32.42,-85.71
Tuskegee Institute,AL,32.42,-85.71
Union Springs,AL,32.13,-85.71
Verbena,AL,32.75,-86.52
Wetumpka,AL,32.54,-86.2
Wetumpka,AL,32.54,-86.2
Montgomery,AL,32.35,-86.28
Montgomery,AL,32.35,-86.28
Montgomery,AL,32.35,-86.28
Montgomery,AL,32.35,-86.28
Montgomery,AL,32.35,-86.28
Montgomery,AL,32.35,-86.28
Montgomery,AL,32.35,-86.28
Montgomery,AL,32.35,-86.28
Montgomery,AL,32.35,-86.28
Montgomery,AL,32.35,-86.28
Montgomery,AL,32.35,-86.28
Montgomery,AL,32.35,-86.28
Montgomery,AL,32.35,-86.28
Montgomery,AL,32.35,-86.28
Montgomery,AL,32.35,-86.28
Montgomery,AL,32.35,-86.28
Montgomery,AL,32.35,-86.28
Montgomery,AL,32.35,-86.28
Montgomery,AL,32.35,-86.28
Montgomery,AL,32.35,-86.28
Montgomery,AL,32.35,-86.28
Montgomery,AL,32.35,-86.28
Montgomery,AL,32.35,-86.28
